CUT TREE,VICTIM,Category Damage
T0205129453,T0205123464,1
T0205129453,T0205122466,1
T0205129453,T0205162434,2
T0205129453,T0205157432,2
T0205129453,T0205159441,2
T0205129453,T0205161433,2
T0205129453,T0205157440,2
T0205129453,T0205156438,2
T0205178476,T0205146474,2
T0205176468,T0205164489,2
T0205176468,T0205183463,1
T0205176468,T0205196454,1
T0205159467,T0205166498,2
T0205159467,T0205168495,2
T0205119424,T0105093411,1
T0205119424,T0204105391,2
T0205119424,T0204106394,2
T0205124457,T0105090439,2
T0205124457,T0105093437,2
T0205124457,T0105096436,2
T0205124457,T0205109430,1
T0205124457,T0205107427,1
T0205102406,T0204133398,1
T0205102406,T0204132398,1
T0205102406,T0205123401,1
T0205190443,T0205162460,2
T0205190443,T0205160465,2
T0205190443,T0205159461,2
T0205190443,T0205163466,2
T0205190443,T0205167464,2
T0206193588,T0306201579,1
T0206194538,T0206173535,1
T0206105510,T0206117544,2
T0206105510,T0206115541,2
T0206105510,T0206114542,2
T0206105510,T0206113542,2
T0206105510,T0206113548,2
T0206105510,T0206116547,2
T0206154559,T0206123559,2
T0206154559,T0206124557,2
T0206154559,T0206118556,2
T0206154559,T0206124555,2
T0206154559,T0206119561,2
T0206154559,T0206124557,2
T0206154559,T0206121553,2
T0206185566,T0206175542,2
T0206185566,T0206174536,2
T0206185566,T0206156558,1
T0206185566,T0206176542,2
T0206185566,T0206180541,2
T0206185566,T0206179538,2
T0206185566,T0206176541,2
T0206185566,T0206182539,2
T0206185566,T0206180541,2
T0206120521,T0206142534,2
T0206120521,T0206142540,2
T0206120521,T0206144538,2
T0206132566,T0206162583,2
T0206132566,T0206154582,2
T0206132566,T0206155578,2
T0206132566,T0207154600,1
T0206176575,T0206199589,2
T0206176575,T0206197583,2
T0206176575,T0306202585,2
T0206162526,T0206169500,1
T0206162526,T0206129531,2
T0206162526,T0206133531,2
T0206123544,T0206155545,2
T0206123544,T0206128580,1
T0206123544,T0206157550,2
T0206123544,T0206154546,2
T0206123544,T0206124553,1
T0206123544,T0206152551,2
T0206123544,T0206158546,2
T0206123544,T0206158551,2
T0206159599,T0206136575,2
T0206159599,T0206129574,2
T0206159599,T0206132567,1
T0206159599,T0206132578,2
T0206159599,T0206128575,2
T0206159599,T0206136572,1
T0206159599,T0206135571,1
T0206159599,T0206132567,1
T0206159599,T0206134571,1
T0206159599,T0206132578,2
T0206159599,T0206142579,1
T0206159599,T0206130579,2
T0206139504,T0206176501,2
T0206139504,T0206171502,2
T0206178505,T0306210508,2
T0206178505,T0306208503,2
T0206178505,T0306205506,2
T0206178505,T0306209509,2
T0206178505,T0306205509,2
T0206185534,T0206167556,1
T0206185534,T0206174548,1
T0206185534,T0206174548,1
T0206185534,T0306207519,2
T0206185534,T0306207518,2
T0206185534,T0306205517,2
T0206142561,T0206109563,2
T0206142561,T0206110558,2
T0206142561,T0206110560,2
T0206142561,T0206114564,2
T0206149589,T0206176569,1
T0206149589,T0206167576,1
T0206149589,T0206186562,1
T0206149589,T0207128614,2
T0206149589,T0207126618,2
T0206149589,T0207126615,2
T0206110537,T0106078553,2
T0206110537,T0106085556,2
T0206110537,T0106082551,2
T0206110537,T0106083554,2
T0206110537,T0206121518,1
T0206110537,T0206124512,1
T0206110537,T0206123514,1
T0206198546,T0206172538,2
T0206198546,T0206174529,2
T0206190503,T0305205482,2
T0206190503,T0305208483,2
T0206190503,T0305208482,2
T0206190503,T0305211480,2
T0206167550,T0206173579,2
T0206167550,T0206168579,2
T0206167550,T0206166578,2
T0206167550,T0206167575,2
T0206167550,T0206168579,2
T0206167550,T0206189551,1
T0206167550,T0206166576,2
T0206167550,T0206166582,2
T0206100543,T0106080570,1
T0206100543,T0206126530,2
T0206100543,T0206125522,2
T0206154526,T0206125538,2
T0206154526,T0206128544,2
T0206154526,T0206124538,2
T0206154526,T0206122539,2
T0206154526,T0206128540,2
T0206117556,T0106088566,1
T0206117556,T0206100562,1
T0206117556,T0206131527,2
T0206117556,T0206106560,1
T0206117556,T0206132526,2
T0206150543,T0206182523,2
T0206150543,T0206180519,2
T0206150543,T0206134564,1
T0206150543,T0206173524,2
T0206150543,T0206126576,1
T0206162550,T0206138568,2
T0206162550,T0206165547,1
T0206162550,T0206143569,2
T0206162550,T0206142576,2
T0206162550,T0206185527,1
T0207145693,T0207118675,1
T0207145693,T0207128672,2
T0207145693,T0207129671,2
T0207145693,T0207126671,2
T0207145693,T0207113672,1
T0207145693,T0207129667,2
T0207107692,T0207133696,2
T0207107692,T0207132695,2
T0207107692,T0207137698,2
T0207107692,T0208135700,2
T0207165649,T0207178622,2
T0207165649,T0207137665,1
T0207165649,T0207180619,2
T0207165613,T0207144639,2
T0207165613,T0207144642,2
T0207165613,T0207151639,2
T0207165613,T0207147644,2
T0207165613,T0207145639,2
T0207165613,T0306200591,1
T0207189625,T0207191655,2
T0207189625,T0207193650,2
T0207189625,T0207197650,2
T0207189625,T0207197649,2
T0207189625,T0207194652,2
T0207189625,T0307214630,1
T0207189625,T0307205628,1
T0207189625,T0307214630,1
T0207132628,T0207150609,2
T0207132628,T0207152605,2
T0207132628,T0207147608,2
T0207107693,T0107088681,2
T0207107693,T0107098679,1
T0207107693,T0207100682,1
T0207102605,T0107080639,1
T0207102605,T0206129591,2
T0207102605,T0206131590,2
T0207102605,T0206129584,2
T0207102605,T0206132588,2
T0207126604,T0206153579,2
T0207126604,T0206149585,2
T0207126604,T0206147578,2
T0207126604,T0206145581,2
T0207126604,T0206152583,2
T0207126604,T0206150582,2
T0207135623,T0207152652,2
T0207136670,T0207152667,1
T0207136670,T0207154667,1
T0207136670,T0207161666,1
T0207136670,T0207142669,1
T0207136670,T0207130697,2
T0207136670,T0208126700,2
T0207136670,T0208131700,2
T0207136670,T0208131705,2
T0207136670,T0208130706,2
T0207123629,T0107098620,2
T0207123629,T0107097618,2
T0207123629,T0107097623,2
T0207123629,T0207101619,2
T0207123629,T0207103622,2
T0207170670,T0207144687,2
T0207170670,T0207179654,1
T0207170670,T0207141684,2
T0207170670,T0207149680,2
T0207170670,T0207184644,1
T0207170670,T0207146684,2
T0207170670,T0207182648,1
T0207170670,T0207185644,1
